balance_ratio,sim_calculation_type,batch_size,n_iter,sim_type,improvement_ratio
-1,-1,-1,1,-1,-2.268076240562709
-1,-1,-1,1,-1,-3.2044635787885367
-1,-1,-1,1,-1,-2.011509801473602
-1,-1,-1,1,-1,-2.1449667504525687
-1,-1,-1,1,-1,-1.516688283522331
-1,-1,-1,1,-1,-2.251759862529992
-1,-1,-1,1,-1,-2.7767610757849903
-1,-1,-1,1,-1,-1.8360169732232743
-1,-1,-1,1,-1,-1.838118000709875
-1,-1,-1,1,-1,-1.6631508741592542
-1,-1,-1,1,-1,-2.223336185902861
-1,-1,-1,1,-1,-4.553443143286384
-1,-1,-1,1,-1,-1.872818213381326
-1,-1,-1,1,-1,-1.9861199510754515
-1,-1,-1,1,-1,-1.7678468340007172
-1,-1,-1,1,-1,-1.6997834601791064
-1,-1,-1,1,-1,-2.822165740755043
-1,-1,-1,1,-1,-2.417601532753397
-1,-1,-1,1,-1,-1.9555594471393498
-1,-1,-1,1,-1,-1.3480204367325075
-1,-1,-1,1,-1,-2.1405628400846757
-1,-1,-1,1,-1,-2.0466985249055636
-1,-1,-1,1,-1,-2.004582459603183
-1,-1,-1,1,-1,-1.9114321480357879
-1,-1,-1,1,-1,-1.592250290736359
-1,-1,-1,1,-1,-2.072277375792128
-1,-1,-1,1,-1,-2.330209061654103
-1,-1,-1,1,-1,-1.849164652966799
-1,-1,-1,1,-1,-1.8186831400426418
-1,-1,-1,1,-1,-1.7968121432702593
-1,-1,-1,1,-1,-2.19407421271311
-1,-1,-1,1,-1,-1.6249902742163844
-1,-1,-1,1,-1,-1.9927192443275088
-1,-1,-1,1,-1,-2.3906690076339268
-1,-1,-1,1,-1,-1.9734094607184933
-1,-1,-1,1,-1,-2.133125697056467
-1,-1,-1,1,-1,-3.015864493217012
-1,-1,-1,1,-1,-2.17441180993939
-1,-1,-1,1,1,-1.5870661174208598
-1,-1,-1,1,1,-1.6051319107445632
-1,-1,-1,1,1,-1.6459080551323133
-1,-1,-1,1,1,-2.360914456802769
-1,-1,-1,1,1,-1.782853329829183
-1,-1,-1,1,1,-1.7688231292784824
-1,-1,-1,1,1,-1.6338106721816523
-1,-1,-1,1,1,-1.7033900097022385
-1,-1,-1,1,1,-1.9177566849410088
-1,-1,-1,1,1,-2.0695858117400867
-1,-1,-1,1,1,-1.501452625547682
-1,-1,-1,1,1,-1.253567734522637
-1,-1,-1,1,1,-1.591744099663125
-1,-1,-1,1,1,-1.955176893301105
-1,-1,-1,1,1,-1.9740305803562657
-1,-1,-1,1,1,-1.6795064357723253
-1,-1,-1,1,1,-1.48368399190728
-1,-1,-1,1,1,-1.6005528115521352
-1,-1,-1,1,1,-1.9311333180911883
-1,-1,-1,1,1,-1.570848069511756
-1,-1,-1,1,1,-1.8902354796201044
-1,-1,-1,1,1,-1.4579645822181062
-1,-1,-1,1,1,-1.627120572565414
-1,-1,-1,1,1,-1.9325150334740575
-1,-1,-1,1,1,-1.6981326759478579
-1,-1,-1,1,1,-1.6746533609108991
-1,-1,-1,1,1,-1.6335355707389545
-1,-1,-1,1,1,-1.718347894772726
-1,-1,-1,1,1,-1.754023453797687
-1,-1,-1,1,1,-1.5920525894818445
-1,-1,-1,1,1,-1.6759350779583142
-1,-1,-1,1,1,-1.398196205938648
-1,-1,-1,1,1,-1.7524541794096613
-1,-1,-1,1,1,-1.9327442889989324
-1,-1,-1,1,1,-1.7540507153969522
-1,-1,-1,1,1,-1.5236157822345002
-1,-1,-1,1,1,-1.58216218910512
-1,-1,-1,1,1,-1.7207705684151215
-1,-1,-1,1,1,-2.014636758959705
-1,-1,-1,1,1,-1.6305727076217136
-1,-1,-1,1,1,-1.5035339134582077
-1,-1,-1,1,1,-1.5205288205218646
-1,-1,-1,1,1,-1.5850006966542618
-1,-1,-1,1,1,-1.937038696422161
-1,-1,-1,1,1,-1.5964226697268922
-1,-1,-1,1,1,-1.7219351470562438
-1,-1,-1,1,1,-1.614680099234819
-1,-1,-1,1,1,-1.8064385711885955
-1,-1,-1,1,1,-2.0048950946794
-1,-1,-1,1,1,-2.0109341238265332
-1,-1,0,-1,-1,-1.5514008631343978
-1,-1,0,-1,-1,-1.6507586097120954
-1,-1,0,-1,-1,-2.6238460249551454
-1,-1,0,-1,-1,-2.259243760877805
-1,-1,0,-1,-1,-2.84913606216665
-1,-1,0,-1,-1,-1.7208077172909604
-1,-1,0,-1,-1,-1.3175415871322422
-1,-1,0,-1,-1,-2.0861505321740204
-1,-1,0,-1,-1,-2.79793908724387
-1,-1,0,-1,-1,-1.5939420246009606
-1,-1,0,-1,-1,-1.828506673762364
-1,-1,0,-1,-1,-1.2550610938618192
-1,-1,0,-1,-1,-1.7629779964962409
-1,-1,0,-1,-1,-1.6427154824727754
-1,-1,0,-1,-1,-1.5097044129469608
-1,-1,0,-1,-1,-2.015044945952834
-1,-1,0,-1,-1,-1.8674971889807794
-1,-1,0,-1,-1,-2.2885564369393046
-1,-1,0,-1,-1,-2.0137518472526867
-1,-1,0,-1,-1,-1.9344283814695327
-1,-1,0,-1,-1,-2.62429234305259
-1,-1,0,-1,-1,-1.8931568762031716
-1,-1,0,-1,-1,-1.8958893775880676
-1,-1,0,-1,-1,-3.3635722153406054
-1,-1,0,-1,-1,-1.8763983885255913
-1,-1,0,-1,-1,-2.177247891081805
-1,-1,0,-1,-1,-1.7311927805758012
-1,-1,0,-1,-1,-3.3504679158198503
-1,-1,0,-1,-1,-1.9343706239180674
-1,-1,0,-1,-1,-1.6192682528870013
-1,-1,0,-1,-1,-2.061239499042626
-1,-1,0,-1,-1,-1.4688695885227554
-1,-1,0,-1,-1,-2.4252370673430725
-1,-1,0,-1,-1,-1.7471822165161246
-1,-1,0,-1,-1,-2.0189405899736435
-1,-1,0,-1,-1,-1.8296836094213393
-1,-1,0,-1,-1,-1.6132353411279092
-1,-1,0,-1,-1,-2.3283516244046805
-1,-1,0,-1,-1,-4.057818666092718
-1,-1,0,-1,-1,-2.098313141523048
-1,-1,0,-1,-1,-1.8074677355162099
-1,-1,0,-1,-1,-1.6600592467643804
-1,-1,0,-1,-1,-1.9333964508040848
-1,-1,0,-1,-1,-2.7996316615367216
-1,-1,0,-1,-1,-1.823012754234712
-1,-1,0,-1,-1,-2.142116672147646
-1,-1,0,-1,-1,-1.460273963988129
-1,-1,0,-1,-1,-1.8814131412923765
-1,-1,0,-1,-1,-3.1074106906631513
-1,-1,0,-1,-1,-1.5909752204871515
-1,-1,0,-1,1,-1.8105197674959013
-1,-1,0,-1,1,-0.9991819710580814
-1,-1,0,-1,1,-1.4782294266985894
-1,-1,0,-1,1,-1.3601529765828888
-1,-1,0,-1,1,-1.9183893474958083
-1,-1,0,-1,1,-1.7132927541483178
-1,-1,0,-1,1,-1.2755587304972198
-1,-1,0,-1,1,-1.5368465959013506
-1,-1,0,-1,1,-1.403174699521892
-1,-1,0,-1,1,-1.380265812768758
-1,-1,0,-1,1,-1.7166943585559253
-1,-1,0,-1,1,-1.450238293424738
-1,-1,0,-1,1,-1.3835286254757917
-1,-1,0,-1,1,-1.3762517383321065
-1,-1,0,-1,1,-2.0058916259007065
-1,-1,0,-1,1,-1.8191133920821974
-1,-1,0,-1,1,-1.116071028760844
-1,-1,0,-1,1,-1.2066788055783926
-1,-1,0,-1,1,-1.5773351323251468
-1,-1,0,-1,1,-1.409023169934142
-1,-1,0,-1,1,-1.7571249368942286
-1,-1,0,-1,1,-1.3766749084421017
-1,-1,0,-1,1,-1.4540610030890508
-1,-1,0,-1,1,-1.5049808435398502
-1,-1,0,-1,1,-1.4021568127756339
-1,-1,0,-1,1,-1.5711426202191818
-1,-1,0,-1,1,-1.2362287311573181
-1,-1,0,-1,1,-1.3301336779695143
-1,-1,0,-1,1,-1.4257861279376634
-1,-1,0,-1,1,-1.396171586114306
-1,-1,0,-1,1,-2.0250385410627456
-1,-1,0,-1,1,-1.1825713601310253
-1,-1,0,-1,1,-1.2371028463854958
-1,-1,0,-1,1,-1.2326253467869794
-1,-1,0,-1,1,-1.3809242564452615
-1,-1,0,-1,1,-1.8620497161710179
-1,-1,0,-1,1,-1.3453045812190982
-1,-1,0,-1,1,-1.4166211243148192
-1,-1,0,-1,1,-1.6189814686941129
-1,-1,0,-1,1,-1.385660394012656
-1,-1,0,-1,1,-1.8934649919789197
-1,-1,0,-1,1,-1.0349987679922414
-1,-1,0,-1,1,-1.380640317235479
-1,-1,0,-1,1,-1.5657185217849119
-1,-1,0,-1,1,-1.6780491156275603
-1,-1,0,-1,1,-1.8712292521740557
-1,-1,0,-1,1,-1.131384064792232
-1,-1,0,-1,1,-1.4626454367277308
-1,-1,0,-1,1,-1.676957658601364
-1,-1,0,-1,1,-1.7928292955818763
-1,-1,0,1,-1,-2.2362759609550604
-1,-1,0,1,-1,-1.2892342107245387
-1,-1,0,1,-1,-2.2236696044036024
-1,-1,0,1,-1,-3.2043633423027273
-1,-1,0,1,-1,-1.9100355866775522
-1,-1,0,1,-1,-2.1282418952334656
-1,-1,0,1,-1,-1.7273778204218928
-1,-1,0,1,-1,-1.972309697669326
-1,-1,0,1,-1,-2.940847675899612
-1,-1,0,1,-1,-2.5613569493474375
-1,-1,0,1,-1,-2.3711997375557248
-1,-1,0,1,-1,-1.5784244714798257
-1,-1,0,1,-1,-2.048358985604901
-1,-1,0,1,-1,-4.402124031657024
-1,-1,0,1,-1,-1.8949977441946402
-1,-1,0,1,-1,-2.3966947775493663
-1,-1,0,1,-1,-1.7938864751627868
-1,-1,0,1,-1,-2.5621651340743314
-1,-1,0,1,-1,-4.118796876726088
-1,-1,0,1,-1,-1.5203904398269301
-1,-1,0,1,-1,-2.84141079827365
-1,-1,0,1,-1,-1.438006574691826
-1,-1,0,1,-1,-2.450500722305494
-1,-1,0,1,-1,-2.756365412793086
-1,-1,0,1,-1,-2.59851461853321
-1,-1,0,1,-1,-1.93663137228292
-1,-1,0,1,-1,-1.679642104839692
-1,-1,0,1,-1,-1.8816291067646054
-1,-1,0,1,-1,-1.8056864590398949
-1,-1,0,1,-1,-2.1807704379678268
-1,-1,0,1,-1,-1.89723662667049
-1,-1,0,1,-1,-1.4256623791649172
-1,-1,0,1,-1,-2.2282102498443814
-1,-1,0,1,-1,-1.8840764068191787
-1,-1,0,1,-1,-2.134846977507886
-1,-1,0,1,-1,-1.8076147692615345
-1,-1,0,1,-1,-1.9301804754514496
-1,-1,0,1,-1,-1.8383957451309954
-1,-1,0,1,-1,-2.0258156125954976
-1,-1,0,1,-1,-2.2866646213441877
-1,-1,0,1,-1,-2.2308462650292187
-1,-1,0,1,-1,-1.2737857063816937
-1,-1,0,1,-1,-2.441437148779727
-1,-1,0,1,-1,-2.119278732907131
-1,-1,0,1,-1,-1.6824303786883748
-1,-1,0,1,-1,-2.3837558473602964
-1,-1,0,1,-1,-1.2051240725367491
-1,-1,0,1,-1,-2.534737734843217
-1,-1,0,1,-1,-2.0600987846497767
-1,-1,0,1,-1,-2.027392496920659
-1,-1,0,1,1,-1.8428138686039732
-1,-1,0,1,1,-0.9854336031909436
-1,-1,0,1,1,-1.368181480570877
-1,-1,0,1,1,-1.1999614099936096
-1,-1,0,1,1,-1.6781074941793845
-1,-1,0,1,1,-2.048701272900393
-1,-1,0,1,1,-1.573413826090461
-1,-1,0,1,1,-1.4163810389931977
-1,-1,0,1,1,-1.1768238705625935
-1,-1,0,1,1,-1.376277482935107
-1,-1,0,1,1,-1.8429139135327746
-1,-1,0,1,1,-1.0879739462326012
-1,-1,0,1,1,-1.4065777711458347
-1,-1,0,1,1,-1.3403029873892274
-1,-1,0,1,1,-2.133980054056331
-1,-1,0,1,1,-2.2884478687612066
-1,-1,0,1,1,-1.0005765009268166
-1,-1,0,1,1,-1.5314338578320563
-1,-1,0,1,1,-1.2757296116113443
-1,-1,0,1,1,-1.4634387470947978
-1,-1,0,1,1,-2.0046954096904495
-1,-1,0,1,1,-1.1103179516288995
-1,-1,0,1,1,-1.3535472735887426
-1,-1,0,1,1,-1.4760979774597667
-1,-1,0,1,1,-1.5671563512217346
-1,-1,0,1,1,-1.5511153798611528
-1,-1,0,1,1,-0.994608724113167
-1,-1,0,1,1,-1.465683797633631
-1,-1,0,1,1,-1.288465729908926
-1,-1,0,1,1,-1.3943641493597543
-1,-1,0,1,1,-2.2590843630269726
-1,-1,0,1,1,-1.2949800194898942
-1,-1,0,1,1,-1.658623770217821
-1,-1,0,1,1,-1.4907063451215365
-1,-1,0,1,1,-2.072002545431636
-1,-1,0,1,1,-2.2254297875552624
-1,-1,0,1,1,-1.0330462978327022
-1,-1,0,1,1,-1.5888089911465602
-1,-1,0,1,1,-1.6306706385526428
-1,-1,0,1,1,-1.9951851016561122
-1,-1,0,1,1,-1.9845749025729515
-1,-1,0,1,1,-1.1877694239596628
-1,-1,0,1,1,-1.5406108410030788
-1,-1,0,1,1,-1.9251391119078316
-1,-1,0,1,1,-1.5798947305314124
-1,-1,0,1,1,-1.9014672690511358
-1,-1,0,1,1,-0.9776815607040252
-1,-1,0,1,1,-1.397834255554625
-1,-1,0,1,1,-1.2773305792735938
-1,-1,0,1,1,-1.4022368301213053
-1,-1,1,-1,-1,-2.3458346893147284
-1,-1,1,-1,-1,-1.5675085174625392
-1,-1,1,-1,-1,-1.7687085853607134
-1,-1,1,-1,-1,-2.4646848970192403
-1,-1,1,-1,-1,-1.5457808364632333
-1,-1,1,-1,-1,-1.826725282820829
-1,-1,1,-1,-1,-1.8718025768066464
-1,-1,1,-1,-1,-1.7631882777240284
-1,-1,1,-1,-1,-2.418058320839834
-1,-1,1,-1,-1,-2.1758248146788404
-1,-1,1,-1,-1,-1.5455084979506022
-1,-1,1,-1,-1,-2.044255369887625
-1,-1,1,-1,-1,-1.8679394601032318
-1,-1,1,-1,-1,-1.668955164645107
-1,-1,1,-1,-1,-1.7545258126566532
-1,-1,1,-1,-1,-3.4742608724537236
-1,-1,1,-1,-1,-1.8704861591872526
-1,-1,1,-1,-1,-2.0900312132570518
-1,-1,1,-1,-1,-2.36209513915818
-1,-1,1,-1,-1,-1.787615003824738
-1,-1,1,-1,-1,-2.282530307244553
-1,-1,1,-1,-1,-1.8495737014650446
-1,-1,1,-1,-1,-3.1736806884552142
-1,-1,1,-1,-1,-1.7256942495650893
-1,-1,1,-1,-1,-1.6211539760413916
-1,-1,1,-1,-1,-1.7486684247196542
-1,-1,1,-1,-1,-2.068280564074034
-1,-1,1,-1,-1,-2.4643221784314844
-1,-1,1,-1,-1,-2.065304373113202
-1,-1,1,-1,-1,-2.045186330725823
-1,-1,1,-1,-1,-1.8004943944972371
-1,-1,1,-1,-1,-1.7920433691657855
-1,-1,1,-1,-1,-2.2586766013888253
-1,-1,1,-1,-1,-1.6848739951681897
-1,-1,1,-1,-1,-1.9137872974773245
-1,-1,1,-1,-1,-1.864544319107615
-1,-1,1,-1,-1,-1.3800104317656114
-1,-1,1,-1,-1,-2.3429585800044905
-1,-1,1,-1,-1,-3.1318632641445188
-1,-1,1,-1,-1,-2.012057258159832
-1,-1,1,-1,-1,-2.1131406956564716
-1,-1,1,-1,-1,-1.7636915680753185
-1,-1,1,-1,-1,-1.6221155929672848
-1,-1,1,-1,-1,-2.282189277331161
-1,-1,1,-1,-1,-2.0960988355538106
-1,-1,1,-1,-1,-1.8576210416629642
-1,-1,1,-1,-1,-1.9936064801929714
-1,-1,1,-1,-1,-1.954194555764424
-1,-1,1,-1,-1,-2.120470575817145
-1,-1,1,-1,-1,-2.0503279028342756
-1,-1,1,-1,1,-1.956831066099473
-1,-1,1,-1,1,-1.3930007027647493
-1,-1,1,-1,1,-1.3934219066536682
-1,-1,1,-1,1,-1.3549684450092077
-1,-1,1,-1,1,-1.9624071806704804
-1,-1,1,-1,1,-2.2553808610458668
-1,-1,1,-1,1,-1.1252734796301107
-1,-1,1,-1,1,-1.402121476224608
-1,-1,1,-1,1,-1.4989225883378077
-1,-1,1,-1,1,-1.8652166824816385
-1,-1,1,-1,1,-1.8527887759431088
-1,-1,1,-1,1,-1.6212992694274833
-1,-1,1,-1,1,-1.4367175871569002
-1,-1,1,-1,1,-1.310581833734152
-1,-1,1,-1,1,-1.609979891874596
-1,-1,1,-1,1,-1.9020395486609067
-1,-1,1,-1,1,-1.614944019794662
-1,-1,1,-1,1,-1.2440764372652686
-1,-1,1,-1,1,-1.363732973505813
-1,-1,1,-1,1,-1.991345671377288
-1,-1,1,-1,1,-1.9506086169701948
-1,-1,1,-1,1,-1.0637380699751626
-1,-1,1,-1,1,-1.4051951648811067
-1,-1,1,-1,1,-1.5795021712316983
-1,-1,1,-1,1,-1.8932187663581228
-1,-1,1,-1,1,-1.980553385080423
-1,-1,1,-1,1,-0.8764461313757819
-1,-1,1,-1,1,-1.3597179955906775
-1,-1,1,-1,1,-1.2735470539301472
-1,-1,1,-1,1,-1.9261543022919079
-1,-1,1,-1,1,-2.224739695757596
-1,-1,1,-1,1,-1.116758560301281
-1,-1,1,-1,1,-1.5085679325251924
-1,-1,1,-1,1,-1.8463685467964537
-1,-1,1,-1,1,-1.8279782080589373
-1,-1,1,-1,1,-1.9434622423296384
-1,-1,1,-1,1,-1.5565148841976957
-1,-1,1,-1,1,-1.506643347287594
-1,-1,1,-1,1,-2.035082715471198
-1,-1,1,-1,1,-1.8591349308438603
-1,-1,1,-1,1,-2.3083000978782655
-1,-1,1,-1,1,-1.0116237233582792
-1,-1,1,-1,1,-1.2563745933756154
-1,-1,1,-1,1,-1.3689651671969993
-1,-1,1,-1,1,-1.5981818157642105
-1,-1,1,-1,1,-1.8960054378000553
-1,-1,1,-1,1,-1.377863504939837
-1,-1,1,-1,1,-1.4512187358351551
-1,-1,1,-1,1,-1.4104135573433167
-1,-1,1,-1,1,-1.6971877023164503
-1,-1,1,1,-1,-1.9768385394741537
-1,-1,1,1,-1,-2.047063829114177
-1,-1,1,1,-1,-1.8664869486886166
-1,-1,1,1,-1,-2.78260220024554
-1,-1,1,1,-1,-2.1322380846496745
-1,-1,1,1,-1,-2.009472015692739
-1,-1,1,1,-1,-1.9158593525421936
-1,-1,1,1,-1,-1.8026096575546284
-1,-1,1,1,-1,-1.817495273983075
-1,-1,1,1,-1,-2.3038933497921685
-1,-1,1,1,-1,-3.0764740878307033
-1,-1,1,1,-1,-2.048249553069674
-1,-1,1,1,-1,-3.2525140697189716
-1,-1,1,1,-1,-4.554839708515968
-1,-1,1,1,-1,-2.2224724287017947
-1,-1,1,1,-1,-2.2135288246388933
-1,-1,1,1,-1,-2.0782226474665375
-1,-1,1,1,-1,-2.045626371542147
-1,-1,1,1,-1,-1.8711987507225045
-1,-1,1,1,-1,-1.7552780754090174
-1,-1,1,1,-1,-2.5846005075789042
-1,-1,1,1,-1,-1.7625236263532946
-1,-1,1,1,-1,-3.0470098389671834
-1,-1,1,1,-1,-1.9577096622389873
-1,-1,1,1,-1,-1.8780179885693042
-1,-1,1,1,-1,-1.9637538598111248
-1,-1,1,1,-1,-2.0933324203404635
-1,-1,1,1,-1,-1.733906513546643
-1,-1,1,1,-1,-2.2450903227703853
-1,-1,1,1,-1,-1.7776198105689756
-1,-1,1,1,-1,-2.037814582604293
-1,-1,1,1,-1,-1.8921930291391054
-1,-1,1,1,-1,-2.4484741162771133
-1,-1,1,1,-1,-2.763615854127467
-1,-1,1,1,-1,-2.175274310992799
-1,-1,1,1,-1,-2.6384998650721028
-1,-1,1,1,-1,-1.6849110659660793
-1,-1,1,1,-1,-3.173455573234941
-1,-1,1,1,-1,-2.785918189318346
-1,-1,1,1,-1,-2.3600249839849705
-1,-1,1,1,-1,-2.8700773742678347
-1,-1,1,1,-1,-1.510844343423111
-1,-1,1,1,-1,-2.1176344798142255
-1,-1,1,1,-1,-2.7252117998041347
-1,-1,1,1,-1,-3.159276428474717
-1,-1,1,1,-1,-2.9223079498341407
-1,-1,1,1,-1,-1.9128501920028391
-1,-1,1,1,-1,-2.1009018984018684
-1,-1,1,1,-1,-2.2295641091043694
-1,-1,1,1,-1,-1.5997014910748588
-1,-1,1,1,1,-1.9899271841359858
-1,-1,1,1,1,-1.292497847654566
-1,-1,1,1,1,-1.3237264131430824
-1,-1,1,1,1,-1.2810953220530317
-1,-1,1,1,1,-1.713568190670009
-1,-1,1,1,1,-2.01278785714689
-1,-1,1,1,1,-1.0817340156546387
-1,-1,1,1,1,-1.2405068166758164
-1,-1,1,1,1,-1.3007670411280665
-1,-1,1,1,1,-1.7877873046576624
-1,-1,1,1,1,-2.0609886173993495
-1,-1,1,1,1,-1.4053449777949563
-1,-1,1,1,1,-1.2407635935213992
-1,-1,1,1,1,-1.5021068232584351
-1,-1,1,1,1,-1.9915761930980747
-1,-1,1,1,1,-2.2839201295793345
-1,-1,1,1,1,-1.0500325114684879
-1,-1,1,1,1,-1.3744205254348179
-1,-1,1,1,1,-2.0738430529347913
-1,-1,1,1,1,-1.9706968287681976
-1,-1,1,1,1,-1.9696718344222215
-1,-1,1,1,1,-1.4326980947524925
-1,-1,1,1,1,-1.4885185561612857
-1,-1,1,1,1,-1.1460522650140863
-1,-1,1,1,1,-1.7758501248043643
-1,-1,1,1,1,-2.600055320687719
-1,-1,1,1,1,-1.0140072613226792
-1,-1,1,1,1,-1.400810289098325
-1,-1,1,1,1,-2.039427625227414
-1,-1,1,1,1,-1.9534735265919656
-1,-1,1,1,1,-1.790963725769872
-1,-1,1,1,1,-1.4152169084358717
-1,-1,1,1,1,-1.4465948765859709
-1,-1,1,1,1,-1.4041770848898742
-1,-1,1,1,1,-1.9409402801351214
-1,-1,1,1,1,-2.300471517334031
-1,-1,1,1,1,-1.1891122243544392
-1,-1,1,1,1,-1.208640093310914
-1,-1,1,1,1,-1.3188121280253842
-1,-1,1,1,1,-2.0189983027273812
-1,-1,1,1,1,-2.2664869798663116
-1,-1,1,1,1,-1.2835580193226095
-1,-1,1,1,1,-1.402847457712013
-1,-1,1,1,1,-2.0024984590259747
-1,-1,1,1,1,-2.0320318959322354
-1,-1,1,1,1,-2.186785201555294
-1,-1,1,1,1,-1.407167384214566
-1,-1,1,1,1,-1.3320334795984916
-1,-1,1,1,1,-1.5780688640225242
-1,-1,1,1,1,-1.5996793799495364
-1,1,-1,-1,-1,-1.7138748147128458
-1,1,-1,-1,-1,-1.7183133895939102
