x
-0.838274886534088
-0.7938449684046591
-0.8460020013495226
-0.9128095036194714
-0.8330074025894053
-0.8172129483278517
-0.8380617420400467
-0.8210988724093993
-0.9084831687823502
-0.8406395873792198
-0.8415986387077521
-0.8007805320396199
-0.8568314381332593
-0.8471422227724993
-0.847752362603604
-0.8276461961411088
-0.8341811469768197
-0.8404473661578019
-0.8405557398084399
-0.8331837140372483
-0.8379062703929903
-0.8148400180357643
-0.8485505630310762
-0.9414133646253108
-0.8623528180273875
-0.840093244791243
-0.8232902739990972
-0.8772360888626785
-0.9086832404754003
-0.8162077443754211
-0.8089816867719319
-0.8375901487942086
-0.808881773079481
-0.8441481026035023
-0.8383234620025743
-0.8145494787147678
-0.8097713936977942
-0.842942337276018
-0.9000120484390898
-0.8555767925107383
-0.819142634900544
-0.8028496694910909
-0.8419171831610847
-0.882768728881265
-0.8309302810004475
-0.8609193327382257
-0.7969250987657722
-0.8344491800908834
-0.882129675437897
-0.8338853492211037
-0.8038490109511589
-0.8163219957415222
-0.7958933489222657
-0.8324931315297565
-0.8426383897298318
-0.8199327668477878
-0.7981348139793468
-0.7949509200566701
-0.8353743618138051
-0.8108596353468153
-0.8193027942955067
-0.8275589966777142
-0.7962687784025269
-0.8374085924905017
-0.8079050064516724
-0.8178863914395216
-0.8195187790494047
-0.7959895194382111
-0.8417541920676508
-0.8116767707664552
-0.809371177219093
-0.8021832545781259
-0.8145102176900011
-0.8484947476848294
-0.8183355561459609
-0.8113357452345402
-0.8205925767975126
-0.8347446697912987
-0.839959782106535
-0.8013292263170941
-0.82899476512847
-0.7995287083858951
-0.8105056350939465
-0.8301189023420842
-0.8073518499083567
-0.7895426653732933
-0.8056966203627691
-0.7980975114672345
-0.8324311381833536
-0.8509259779864115
-0.8148309565123392
-0.7987422193774708
-0.8186124125380335
-0.8539282816004549
-0.8101312043873281
-0.8007733513871075
-0.8169774279280958
-0.7964159892877035
-0.8417995493721452
-0.8119753105992362
-0.8439973677560338
-0.8202106874507428
-0.8498724888804413
-0.8873448954067
-0.8454878821025162
-0.8213961852484931
-0.8065886639102293
-0.8087437160703076
-0.8999904965977432
-0.8569073732469353
-0.8186925600594732
-0.7692092783533764
-0.8653924190483375
-0.9116423095430671
-0.8443382081937808
-0.8558579495256418
-0.7893020961083158
-0.864186039980318
-0.8953964717229442
-0.8271516984283058
-0.8273719095117242
-0.8077672343108476
-0.8620433943072369
-0.934284458644495
-0.8309570613947657
-0.8419991414186162
-0.8198091730173744
-0.8120880357484399
-0.897453089317936
-0.875680543642394
-0.8391189551484364
-0.7656001882660783
-0.8554979769083162
-0.8475006008072153
-0.8437048209621589
-0.8348330763426371
-0.7990690073207039
-0.8497423903040627
-0.8698324974202484
-0.8285238065282673
-0.8253211344688011
-0.8229761088031786
-0.8597821227033111
-0.8031410707358865
-0.8426117737683722
-0.8739263866103361
-0.8408098896585
-0.8548870211754928
-0.9052941214722318
-0.8582305554992417
-0.7984154225227021
-0.8006825964802
-0.8056928218741618
-0.8719389758724583
-0.8214586746019613
-0.8199170616666519
-0.8042217909942597
-0.8125071246111929
-0.8354566783740589
-0.8495087281831931
-0.7872697065383086
-0.7511577758213088
-0.799005296584569
-0.8390824482726204
-0.8408682899016543
-0.8097108126869165
-0.7848724384003828
-0.8001107078203029
-0.8367652936782342
-0.7963551422160008
-0.8327200590198602
-0.7813507822622813
-0.8034027180312112
-0.8368996685866724
-0.8118958357954386
-0.8091365467965091
-0.8041881883726525
-0.8142332877312399
-0.8182729516832867
-0.7990441267816862
-0.8092884124665087
-0.7729290723215393
-0.8180975343034801
-0.836921949816114
-0.8182759972098869
-0.7902191601889198
-0.7977949452324425
-0.8145110570107048
-0.8446229410097509
-0.8038258605954528
-0.787548601821085
-0.7898110503575132
-0.7981543556271062
-0.8373385653622881
-0.7995932797215521
-0.8146444013940464
-0.8018690533443368
-0.8240131374285383
-0.8437334834743883
-0.8442857089398341
-0.7938533022146412
-0.8062790163334511
-0.8877899874948773
-0.8647414938488993
-0.8986335686733311
-0.8145153123575136
-0.7610322443973636
-0.8509384918806105
-0.8963667053855326
-0.7992817671840137
-0.8263615860796079
-0.7513927104008037
-0.8192699282746556
-0.8053058639340438
-0.7883731159532358
-0.84466005569767
-0.8304136162801852
-0.8668826537528986
-0.8445424371614167
-0.8370855005049783
-0.8878137978596603
-0.8330133974051656
-0.8332871551089881
-0.9161567431063623
-0.8313214318518335
-0.8584559606818741
-0.8157002687468041
-0.9158111819571993
-0.837079895033504
-0.8024362847328972
-0.8487808320331537
-0.7828514469657236
-0.8761702370479584
-0.8175066929530929
-0.8450136458018184
-0.8264857091833439
-0.8016900502328598
-0.8697032354317621
-0.9292487655858325
-0.8519757897578164
-0.8241235521268118
-0.8073972158730063
-0.8369853107179404
